input_params
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/2f6c69cedc501011b8c4010df9361223_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":34388554709,""type"":2,""approve_id"":""黑药广审（文）第261203-04905号"",""effect"":""清热，平肝,明目。用于惊风抽搐,外治目赤肿痛，咽喉肿痛。"",""product_name"":""【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":74930797}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/f522d31d93d6c7d674676cee886f9d27_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952013}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/f522d31d93d6c7d674676cee886f9d27_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952012}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/1fa6378a31081f03bf12867515705eef_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952011}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/eddc902423f4f8a4904155f42d14e5ed_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952010}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/176aee28f3b23adcaeae8b1e7ae85f27_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952007}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/e2d245663ca7e0089f480d79eac6cbe7_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952006}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/b741d6ca8e66155a2d5fdff41044fcc5_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":88266947508,""type"":4,""approve_id"":""豫械广审（文）第260428-13659号"",""effect"":"""",""product_name"":""甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":75952004}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/248b45fe38b3758873dd0b768439c823_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":73801194843,""type"":3,""approve_id"":""京食健广审（文）第240920-01035号"",""effect"":"""",""product_name"":""健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂"",""suitable_crowd"":""血脂偏高者"",""unsuitable_crowd"":""少年儿童、孕妇、哺乳期妇女"",""tip"":"""",""notice"":""保健食品不是药物，不能代替药物治疗疾病""},""user_info"":{""user_id"":75431129}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/65fe34ab8d652e5c8341351f778eae42_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":87722371300,""type"":3,""approve_id"":""鲁食健广审（文）第260202-02020号"",""effect"":"""",""product_name"":""泰三舒金奥力牌葛根枳椇软胶囊熬夜喝酒养肝护肝排毒"",""suitable_crowd"":""化学性肝损伤危险者"",""unsuitable_crowd"":""婴幼儿、孕妇、乳母"",""tip"":"""",""notice"":""保健食品不是药物，不能代替药物治疗疾病""},""user_info"":{""user_id"":75054567}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/f3cf8b899b0b956191637b9518b0cd46.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":73801194843,""type"":3,""approve_id"":""京食健广审（文）第240920-01035号"",""effect"":"""",""product_name"":""健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂"",""suitable_crowd"":""血脂偏高者"",""unsuitable_crowd"":""少年儿童、孕妇、哺乳期妇女"",""tip"":"""",""notice"":""保健食品不是药物，不能代替药物治疗疾病""},""user_info"":{""user_id"":74962039}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/404ea50b7b3cdf5c95c273b64cd67802.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":73801194843,""type"":3,""approve_id"":""京食健广审（文）第240920-01035号"",""effect"":"""",""product_name"":""健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂"",""suitable_crowd"":""血脂偏高者"",""unsuitable_crowd"":""少年儿童、孕妇、哺乳期妇女"",""tip"":"""",""notice"":""保健食品不是药物，不能代替药物治疗疾病""},""user_info"":{""user_id"":74961796}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/fffac507f8454219b21671d8196e4ef3_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":78229577218,""type"":2,""approve_id"":""青药广审（文）第251231-00523号"",""effect"":""扶正固本，滋阴助阳。用于阴阳两虚所致的神疲乏力，头晕耳鸣，健忘失眠，暧膝酸痛，夜尿频多"",""product_name"":""[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":74587600}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadvideo2.baidu.com/59fca4e11f735b48c3dfb911e6d55440_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":73801194843,""type"":3,""approve_id"":""京食健广审（文）第240920-01035号"",""effect"":"""",""product_name"":""健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂"",""suitable_crowd"":""血脂偏高患者"",""unsuitable_crowd"":""少年儿童、孕妇、哺乳期妇女"",""tip"":"""",""notice"":""保健食品不是药物，不能代替药物治疗疾病""},""user_info"":{""user_id"":74436890}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/680c118cef073751dbce7acdd4b4737b_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":34388554709,""type"":2,""approve_id"":""黑药广审（文）第261203-04905号"",""effect"":""清热，平肝,明目。用于惊风抽搐,外治目赤肿痛，咽喉肿痛。"",""product_name"":""【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":74098572}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/febf2532ba95e386dbfade481cf08a30_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":86410278849,""type"":4,""approve_id"":""豫械广审编号：第270714-86014号"",""effect"":"""",""product_name"":""贴身邦远红外治疗贴颈椎病肩周炎腰间盘突出膝盖软骨疼痛关节炎"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":72742888}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/e75a9d171031033f22a217040bf893f2_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":34388554709,""type"":2,""approve_id"":""黑药广审（文）第261203-04905号"",""effect"":""清热，平肝,明目。用于惊风抽搐,外治目赤肿痛，咽喉肿痛。"",""product_name"":""【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":72077640}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/5e8cc565c4e947a0c86c4bbca4129012_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":34388554709,""type"":2,""approve_id"":""黑药广审（文）第261203-04905号"",""effect"":""清热，平肝,明目。用于惊风抽搐,外治目赤肿痛，咽喉肿痛。"",""product_name"":""【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":72077636}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/8b1a302cfdc8dcb7de02587a060b00ff_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":34388554709,""type"":2,""approve_id"":""黑药广审（文）第261203-04905号"",""effect"":""清热，平肝,明目。用于惊风抽搐,外治目赤肿痛，咽喉肿痛。"",""product_name"":""【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":72077633}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/5ec331df0f2d3a1cb254955e7c72dc3d_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":34388554709,""type"":2,""approve_id"":""黑药广审（文）第261203-04905号"",""effect"":""清热，平肝,明目。用于惊风抽搐,外治目赤肿痛，咽喉肿痛。"",""product_name"":""【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""不良反应或禁忌详见药品说明书""},""user_info"":{""user_id"":72077632}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/a69874ea41d3435d81d1e90277bb1749_1080_1920.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":87191692775,""type"":4,""approve_id"":""豫械广审（文）第260808-19671号"",""effect"":"""",""product_name"":""春申堂医用阻菌凝胶敷料呵护女性健康正品直营"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":71258991}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/297d4861e9d140af75890b01e6a7c75f.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":73801194843,""type"":3,""approve_id"":""京食健广审（文）第260121-01035号"",""effect"":"""",""product_name"":""健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂"",""suitable_crowd"":""血脂偏高者"",""unsuitable_crowd"":""少年儿童、孕妇、哺乳期妇女"",""tip"":"""",""notice"":""保健食品不是药物，不能代替药物治疗疾病""},""user_info"":{""user_id"":71092525}}"
"{""business_code"":""TianShuAds_AI_tool"",""third_uid"":0,""video_url"":""http://nadecomvideo.baidu.com/07051cbe8320cd4a88ed72b548039562_720_1280.mp4"",""callback"":{""remote_type"":1,""address"":""http://api.baidu-int.com"",""path"":""/json/sms/service/VideoShoppingAigcService/receiveHbxFrontVideo""},""goods_info"":{""product_id"":82657090884,""type"":4,""approve_id"":""鲁械广审（文）第261220-10362号"",""effect"":"""",""product_name"":""【手脚瘙痒专用】皮肤瘙痒干燥脱屑红斑专用严枫喜医用退热凝胶"",""suitable_crowd"":"""",""unsuitable_crowd"":"""",""tip"":""请咨询阅读产品说明书或者在医务人员的指导下购买和使用"",""notice"":""注意事项或禁忌详见说明书""},""user_info"":{""user_id"":70097492}}"
