video_url,product_name
未知视频地址,安佰通 穴位眼贴 （一盒6贴体验装）安佰通护眼贴 缓解眼干眼涩 眼疲劳 视物模糊 等中老年眼部不适症状
未知视频地址,养世纪 医用远红外治疗贴 在家轻松调理膝关节疼痛、半月板损伤、类风湿性关节炎、滑膜炎效果好
未知视频地址,[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣
未知视频地址,[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣
未知视频地址,济良方远红外治疗贴辅助治疗颈椎病头晕恶心 手麻脚麻 脖子僵硬
未知视频地址,贴身邦远红外治疗贴颈椎肩周炎腰间盘膝盖疼痛滑膜炎半月板损伤
未知视频地址,安佰通 穴位眼贴 （一盒6贴体验装）安佰通护眼贴 缓解眼干眼涩 眼疲劳 视物模糊 等中老年眼部不适症状
未知视频地址,【2瓶】北京同仁堂 天麻片 改善失眠 快速入睡 老年人改善失眠多梦 严重失眠 告别顽固失眠
未知视频地址,北京同仁堂天麻片 【专为失眠研发】 快速改善入睡困难 失眠多梦 严重失眠专用 告别顽固失眠
未知视频地址,【198元/12盒】官网正品赛乐赛奥利司他胶囊 排油减脂轻松瘦懒人减肥常备
未知视频地址,【198元/12盒】官网正品赛乐赛奥利司他胶囊 排油减脂轻松瘦懒人减肥常备
未知视频地址,泰三舒YP型医用退热凝胶白斑黑色素沉淀一涂一抹快速使用大方出门
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,甲状腺康™适用于甲状腺结节、甲状腺肿大、桥本氏甲状腺炎、淋巴结、淋巴结肿大等甲状腺问题
未知视频地址,盛源青莲远红外磁疗贴专攻腰椎疼痛麻木神经痛中老年专用管用有效
未知视频地址,唐洛泰补虚消渴合剂6支*2盒
未知视频地址,唐洛泰补虚消渴合剂6支*2盒
未知视频地址,安佰通 穴位眼贴 （一盒6贴体验装）安佰通护眼贴 缓解眼干眼涩 眼疲劳 视物模糊 等中老年眼部不适症状
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,沉延堂督灸膝关节消痛专贴，专攻关节肿胀，关节炎、僵麻疼痛等
未知视频地址,沉延堂督灸腰酸腰痛专贴，改善腰间盘突出，腰肌劳损，腰疼等问题
未知视频地址,郑一元医用热磁贴 缓解尿频尿急前列腺炎腰痛深层渗透
未知视频地址,[玛尚廷]八正颗粒 铝塑复合袋膜包装/2.2克/袋×3袋/盒[玛尚廷]主治泌尿系统清热、利尿、通淋，用于湿热下注，小便赤短、淋沥涩痛，口燥咽干。
未知视频地址,[玛尚廷]八正颗粒 铝塑复合袋膜包装/2.2克/袋×3袋/盒[玛尚廷]主治泌尿系统清热、利尿、通淋，用于湿热下注，小便赤短、淋沥涩痛，口燥咽干。
未知视频地址,【懒人瘦身贴】冰冰瘦医用穴位磁疗贴瘦身贴减肥减重不怕胖-DS
未知视频地址,医用穴位磁疗贴科学瘦身肚脐贴敷
未知视频地址,【减重专用】冰冰瘦医用穴位磁疗贴瘦身贴减肥减重不怕胖-ZJ
未知视频地址,养世纪 医用远红外治疗贴 在家轻松调理膝关节疼痛、半月板损伤、类风湿性关节炎、滑膜炎效果好
未知视频地址,[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣
未知视频地址,[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣
未知视频地址,[鲁抗大地]参鹿扶正胶囊 0.35g*10粒*2板 补肾虚，滋阴补阳、扶正固本，专攻阴阳两虚引起的神疲乏力，腰膝酸软，夜尿频多，头晕耳鸣
未知视频地址,欧修堂 穴位贴敷治疗贴 针对肝囊肿，急慢性肝炎，肝损伤等，专为肝部问题研发，传统工艺制作，成分科学配比，专业团队一对一指导
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,九芝堂 杨柳青减肥胶囊搭配百邦牌爽立通胶囊组合瘦身
未知视频地址,[桐君阁]还少丹 9克/袋x2袋/盒[桐君阁]补肾虚，温肾补阳，扶正固本，专攻脾肾虚损引起的腰膝酸软，体力不支，夜尿频多，耳鸣目眩，管用有效!
未知视频地址,[桐君阁]还少丹 9克/袋x2袋/盒[桐君阁]补肾虚，温肾补阳，扶正固本，专攻脾肾虚损引起的腰膝酸软，体力不支，夜尿频多，耳鸣目眩，管用有效!
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,为关节疼痛研发，【4盒装】改善腰/肩/腿部关节等多年问题
未知视频地址,为关节疼痛研发，【4盒装】改善腰/肩/腿部关节等多年问题
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,久燃口腔脱敏膏 专为牙齿敏感，牙痛出血，牙龈炎等牙齿问题研发
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【国药认证】专治头晕目眩|头重脚轻|天旋地转|体虚体弱|官方正品！
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【官方正品】医用穴位磁疗贴易胖体质人群顽固肥先天肥 男女通用
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,为关节疼痛研发，【4盒装】改善腰/肩/腿部关节等多年问题
未知视频地址,风将军远红外磁疗贴专研痛风 高效止痛手指手腕关节鼓包疼痛灼热
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【瘦身专用】冰冰瘦医用穴位磁疗贴瘦身贴减肥减重不怕胖q
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,为关节疼痛研发，【4盒装】改善腰/肩/腿部关节等多年问题
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,[玛尚廷]八正颗粒 铝塑复合袋膜包装/2.2克/袋×3袋/盒[玛尚廷]主治泌尿系统清热、利尿、通淋，用于湿热下注，小便赤短、淋沥涩痛，口燥咽干。
未知视频地址,[玛尚廷]八正颗粒 铝塑复合袋膜包装/2.2克/袋×3袋/盒[玛尚廷]主治泌尿系统清热、利尿、通淋，用于湿热下注，小便赤短、淋沥涩痛，口燥咽干。
未知视频地址,[玛尚廷]八正颗粒 铝塑复合袋膜包装/2.2克/袋×3袋/盒[玛尚廷]主治泌尿系统清热、利尿、通淋，用于湿热下注，小便赤短、淋沥涩痛，口燥咽干。
未知视频地址,[玛尚廷]八正颗粒 铝塑复合袋膜包装/2.2克/袋×3袋/盒[玛尚廷]主治泌尿系统清热、利尿、通淋，用于湿热下注，小便赤短、淋沥涩痛，口燥咽干。
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【198元/12盒】官网正品赛乐赛奥利司他胶囊 排油减脂轻松瘦懒人减肥常备
未知视频地址,【198元/12盒】官网正品赛乐赛奥利司他胶囊 排油减脂轻松瘦懒人减肥常备
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,欧修堂 穴位贴敷治疗贴 针对肝囊肿，急慢性肝炎，肝损伤等，专为肝部问题研发，传统工艺制作，成分科学配比，专业团队一对一指导
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,"[蛮龙]蛮龙液 50ml*1瓶[云龙制药]1瓶蛮龙液+1瓶海马粉 补肾壮阳，填精益髓；用于肾虚精亏，阳萎早泄，梦遗滑精，腰膝酸痛,小便频数，保密发货"
未知视频地址,【熊宝堂熊胆粉】口苦口干 失眠多梦 熬夜喝酒应酬伤肝 专业调理肝损伤脂肪肝酒精肝排肝毒
未知视频地址,健尔马牌 红曲人参银杏叶胶囊 【官方正品】改善中老年胆固醇高、甘油三酯高，辅助降高血脂
未知视频地址,[桐君阁]还少丹 9克/袋x2袋/盒[桐君阁]补肾虚，温肾补阳，扶正固本，专攻脾肾虚损引起的腰膝酸软，体力不支，夜尿频多，耳鸣目眩，管用有效!
未知视频地址,【2盒】疗程试用装（适用慢性胃炎）
未知视频地址,【2盒】疗程试用装（适用慢性胃炎）
未知视频地址,【2盒】疗程试用装（适用慢性胃炎）
未知视频地址,【2盒】疗程试用装（适用慢性胃炎）
未知视频地址,【2盒】疗程试用装（适用慢性胃炎）
未知视频地址,【2盒】疗程试用装（适用慢性胃炎）
未知视频地址,艾閖口腔溃疡专用组合 口腔溃疡含漱液 口腔溃疡涂药棒
